club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,url
127,sc-paderborn-07,SC Paderborn 07,L1,,26,25.7,5,19.2,1,Home Deluxe Arena,15000,€-450k,null,2019,https://www.transfermarkt.co.uk/sc-paderborn-07/startseite/verein/127
192,roda-jc-kerkrade,Roda JC Kerkrade,NL1,,25,24.0,9,36.0,0,Parkstad Limburg Stadion,19979,+€1.30m,null,2017,https://www.transfermarkt.co.uk/roda-jc-kerkrade/startseite/verein/192
2239,us-cremonese,US Cremonese,IT1,,29,25.4,9,30.0,2,Giovanni Zini,16003,+€5.00m,null,2022,https://www.transfermarkt.co.uk/us-cremonese/startseite/verein/2239
2423,cd-santa-clara,CD Santa Clara,PO1,,38,25.4,20,52.6,2,Estádio de São Miguel,12500,+-0,null,2022,https://www.transfermarkt.co.uk/cd-santa-clara/startseite/verein/2423
24245,umraniyespor,Ümraniyespor,TR1,,12,25.8,3,30.0,1,Ümraniye Belediyesi Şehir Stadı,3513,+-0,null,2022,https://www.transfermarkt.co.uk/umraniyespor/startseite/verein/24245
2553,kilmarnock-fc,Kilmarnock FC,SC1,,22,24.7,9,40.9,1,"BBSP Stadium, Rugby Park",18128,+-0,null,2023,https://www.transfermarkt.co.uk/kilmarnock-fc/startseite/verein/2553
26459,nk-veres-rivne,NK Veres Rivne,UKR1,,24,27.1,2,8.3,0,Stadion Avangard (2022),10000,+-0,null,2023,https://www.transfermarkt.co.uk/nk-veres-rivne/startseite/verein/26459
2671,pas-giannina,PAS Giannina,GR1,,31,25.0,14,45.2,0,Stadio Zosimades,7652,+-0,null,2023,https://www.transfermarkt.co.uk/pas-giannina/startseite/verein/2671
2919,ac-monza,AC Monza,IT1,,31,25.8,10,32.3,2,U-Power Stadium - Brianteo,15039,€-41.00m,null,2023,https://www.transfermarkt.co.uk/ac-monza/startseite/verein/2919
3205,kayserispor,Kayserispor,TR1,,26,23.8,11,42.3,3,RHG Enertürk Enerji Stadyumu,32864,+-0,null,2023,https://www.transfermarkt.co.uk/kayserispor/startseite/verein/3205
383,psv-eindhoven,PSV Eindhoven,NL1,,24,25.5,13,54.2,7,Philips Stadion,35000,€-9.63m,null,2023,https://www.transfermarkt.co.uk/psv-eindhoven/startseite/verein/383
3948,royale-union-saint-gilloise,Royale Union Saint Gilloise,BE1,,24,25.1,16,66.7,4,Stade Joseph Mariën,8000,+€27.05m,null,2023,https://www.transfermarkt.co.uk/royale-union-saint-gilloise/startseite/verein/3948
41274,beerschot-v-a-,Beerschot V.A.,BE1,,26,23.9,12,46.2,2,Olympisch Stadion,12771,+€395k,null,2021,https://www.transfermarkt.co.uk/beerschot-v-a-/startseite/verein/41274
475,vv-st-truiden,Sint-Truidense VV,BE1,,25,24.1,11,44.0,3,Daio Wasabi Stayen Stadium,14600,€-60k,null,2023,https://www.transfermarkt.co.uk/vv-st-truiden/startseite/verein/475
48726,rukh-lviv,Rukh Lviv,UKR1,,28,23.0,6,21.4,0,Arena Lviv,34512,+-0,null,2023,https://www.transfermarkt.co.uk/rukh-lviv/startseite/verein/48726
498,ksc-lokeren,KSC Lokeren (- 2020),BE1,,0,,0,,0,Daknamstadion,12000,+-0,null,2018,https://www.transfermarkt.co.uk/ksc-lokeren/startseite/verein/498
5358,sd-huesca,SD Huesca,ES1,,24,27.5,8,33.3,2,El Alcoraz,9128,+€1.43m,null,2020,https://www.transfermarkt.co.uk/sd-huesca/startseite/verein/5358
553,ionikos-nikeas,Ionikos Nikeas,GR1,,17,28.4,11,64.7,0,Dimotiko Gipedo Neapolis,5500,+-0,null,2022,https://www.transfermarkt.co.uk/ionikos-nikeas/startseite/verein/553
60,sc-freiburg,SC Freiburg,L1,,25,25.8,9,36.0,9,Europa-Park Stadion,34700,+€34.30m,null,2023,https://www.transfermarkt.co.uk/sc-freiburg/startseite/verein/60
603,cardiff-city,Cardiff City,GB1,,28,25.5,24,85.7,8,Cardiff City Stadium,33280,€-655k,null,2018,https://www.transfermarkt.co.uk/cardiff-city/startseite/verein/603
607,venezia-fc,Venezia FC,IT1,,27,25.6,17,63.0,5,Pier Luigi Penzo,11150,+€4.83m,null,2021,https://www.transfermarkt.co.uk/venezia-fc/startseite/verein/607
6574,us-sassuolo,US Sassuolo,IT1,,31,25.0,19,61.3,8,Mapei Stadium - Città del Tricolore,21584,+€42.42m,null,2023,https://www.transfermarkt.co.uk/us-sassuolo/startseite/verein/6574
6646,fatih-karagumruk,Fatih Karagümrük,TR1,,25,24.4,11,44.0,3,Atatürk Olimpiyat,74753,+-0,null,2023,https://www.transfermarkt.co.uk/fatih-karagumruk/startseite/verein/6646
667,rc-strassburg-alsace,RC Strasbourg Alsace,FR1,,26,24.4,13,50.0,7,Stade de la Meinau,29000,€-33.00m,null,2023,https://www.transfermarkt.co.uk/rc-strassburg-alsace/startseite/verein/667
855,ea-guingamp,EA Guingamp,FR1,,27,25.4,7,25.9,1,Stade du Roudourou,18120,+€3.70m,null,2018,https://www.transfermarkt.co.uk/ea-guingamp/startseite/verein/855
8838,zirka-kropyvnytskyi,Zirka Kropyvnytskyi,UKR1,,7,27.4,0,,0,Zirka,14628,+-0,null,2017,https://www.transfermarkt.co.uk/zirka-kropyvnytskyi/startseite/verein/8838
897,deportivo-la-coruna,Deportivo de La Coruña,ES1,,24,27.7,3,12.5,0,Abanca Riazor,32912,€-435k,null,2017,https://www.transfermarkt.co.uk/deportivo-la-coruna/startseite/verein/897
1039,queens-park-rangers,Queens Park Rangers,GB1,,26,25.9,15,57.7,8,Loftus Road Stadium,18360,+€900k,null,2014,https://www.transfermarkt.co.uk/queens-park-rangers/startseite/verein/1039
1084,fc-malaga,Málaga CF,ES1,,27,27.9,8,29.6,0,La Rosaleda,30044,+€950k,null,2017,https://www.transfermarkt.co.uk/fc-malaga/startseite/verein/1084
1162,sm-caen,SM Caen,FR1,,27,25.7,12,44.4,4,Stade Michel-d'Ornano,20500,+€3.05m,null,2018,https://www.transfermarkt.co.uk/sm-caen/startseite/verein/1162
12438,volga-nizhniy-novgorod,Volga Nizhniy Novgorod (- 2016),RU1,,0,,0,,0,Zentralstadion Lokomotiv,17856,+-0,null,2013,https://www.transfermarkt.co.uk/volga-nizhniy-novgorod/startseite/verein/12438
1506,kardemir-karabukspor,Kardemir Karabükspor,TR1,,0,,0,,0,Dr. Necmettin Şeyhoğlu,12400,+-0,null,2017,https://www.transfermarkt.co.uk/kardemir-karabukspor/startseite/verein/1506
157,kaa-gent,KAA Gent,BE1,,26,25.1,11,42.3,3,Ghelamco Arena,19999,+€6.57m,null,2023,https://www.transfermarkt.co.uk/kaa-gent/startseite/verein/157
16239,desna-chernigiv,Desna Chernigiv,UKR1,,0,,0,,0,Stadion im. Yuriya Gagarina,12060,+-0,null,2021,https://www.transfermarkt.co.uk/desna-chernigiv/startseite/verein/16239
200,fc-utrecht,FC Utrecht,NL1,,31,24.8,16,51.6,4,"Stadion ""Galgenwaard""",23750,€-4.35m,null,2023,https://www.transfermarkt.co.uk/fc-utrecht/startseite/verein/200
2293,konyaspor,Konyaspor,TR1,,28,25.3,9,32.1,4,Medaş Konya Büyükşehir Stadyumu,42000,+-0,null,2023,https://www.transfermarkt.co.uk/konyaspor/startseite/verein/2293
2457,belenenses-sad,B SAD,PO1,,25,24.2,13,52.0,4,Estádio Nacional do Jamor,37593,+€1.80m,null,2021,https://www.transfermarkt.co.uk/belenenses-sad/startseite/verein/2457
2503,boavista-porto-fc,Boavista FC,PO1,,31,23.5,14,45.2,4,Estádio do Bessa Sec. XXI,28263,€-2.50m,null,2023,https://www.transfermarkt.co.uk/boavista-porto-fc/startseite/verein/2503
2578,st-johnstone-fc,St. Johnstone FC,SC1,,20,27.0,8,40.0,2,McDiarmid Park,10696,+-0,null,2023,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578
2687,fc-cadiz,Cádiz CF,ES1,,31,28.3,11,35.5,5,Nuevo Mirandilla,21094,+€3.50m,null,2023,https://www.transfermarkt.co.uk/fc-cadiz/startseite/verein/2687
2727,oud-heverlee-leuven,Oud-Heverlee Leuven,BE1,,28,24.6,14,51.9,2,King Power at Den Dreef Stadion,10020,+€2.40m,null,2023,https://www.transfermarkt.co.uk/oud-heverlee-leuven/startseite/verein/2727
2778,fc-nordsjaelland,FC Nordsjaelland,DK1,,31,21.9,15,48.4,5,Right to Dream Park,10300,€-2.95m,null,2023,https://www.transfermarkt.co.uk/fc-nordsjaelland/startseite/verein/2778
3385,panserraikos,Panserraikos,GR1,,40,25.0,14,35.0,3,Dimotiko Gipedo Serron,9500,+-0,null,2023,https://www.transfermarkt.co.uk/panserraikos/startseite/verein/3385
3508,sv-zulte-waregem,SV Zulte Waregem,BE1,,25,25.2,13,52.0,3,Elindus Arena,12250,+€4.00m,null,2022,https://www.transfermarkt.co.uk/sv-zulte-waregem/startseite/verein/3508
3558,gfc-ajaccio,GFC Ajaccio,FR1,,5,26.8,1,20.0,1,Stade Ange-Casanova,4050,+-0,null,2015,https://www.transfermarkt.co.uk/gfc-ajaccio/startseite/verein/3558
3690,ska-khabarovsk,SKA Khabarovsk,RU1,,27,25.7,4,14.8,0,Lenin Stadion,15200,€-93k,null,2017,https://www.transfermarkt.co.uk/ska-khabarovsk/startseite/verein/3690
3714,enisey-krasnoyarsk,Enisey Krasnoyarsk,RU1,,26,25.6,2,7.7,1,Zentralstadion Krasnoyarsk,15000,+€601k,null,2018,https://www.transfermarkt.co.uk/enisey-krasnoyarsk/startseite/verein/3714
39722,buyuksehir-belediye-erzurumspor,Erzurumspor FK,TR1,,28,26.1,7,25.0,1,Erzurum Kazım Karabekir,23700,+€70k,null,2020,https://www.transfermarkt.co.uk/buyuksehir-belediye-erzurumspor/startseite/verein/39722
46,inter-mailand,Inter Milan,IT1,,28,26.0,16,57.1,16,Giuseppe Meazza,75923,+€80.75m,null,2023,https://www.transfermarkt.co.uk/inter-mailand/startseite/verein/46
49702,fk-nizhny-novgorod,FC Pari Nizhniy Novgorod,RU1,,26,25.2,5,19.2,3,Nizhny Novgorod Stadium,44242,+€415k,null,2023,https://www.transfermarkt.co.uk/fk-nizhny-novgorod/startseite/verein/49702
6,adanaspor,Adanaspor,TR1,,10,23.9,4,40.0,0,Yeni Adana Stadyumu,33000,+-0,null,2016,https://www.transfermarkt.co.uk/adanaspor/startseite/verein/6
631,fc-chelsea,Chelsea FC,GB1,,31,23.3,20,64.5,17,Stamford Bridge,40853,+€141.90m,null,2023,https://www.transfermarkt.co.uk/fc-chelsea/startseite/verein/631
683,olympiakos-piraus,Olympiacos Piraeus,GR1,,35,26.5,25,71.4,15,Stadio Georgios Karaiskakis,32115,+€4.50m,null,2023,https://www.transfermarkt.co.uk/olympiakos-piraus/startseite/verein/683
825,eskisehirspor,Eskisehirspor,TR1,,41,23.9,1,2.4,0,Eskişehir Yeni Stadyum,34930,+-0,null,2015,https://www.transfermarkt.co.uk/eskisehirspor/startseite/verein/825
86,sv-werder-bremen,SV Werder Bremen,L1,,27,26.1,11,40.7,7,Wohninvest-Weserstadion,42100,+€3.05m,null,2023,https://www.transfermarkt.co.uk/sv-werder-bremen/startseite/verein/86
865,fc-midtjylland,FC Midtjylland,DK1,,31,24.5,18,58.1,7,MCH Arena,11535,€-7.10m,null,2023,https://www.transfermarkt.co.uk/fc-midtjylland/startseite/verein/865
10690,zorya-lugansk,Zorya Lugansk,UKR1,,26,24.1,1,3.8,2,Valeriy Lobanovsky Stadion,16873,€-600k,null,2023,https://www.transfermarkt.co.uk/zorya-lugansk/startseite/verein/10690
1082,losc-lille,LOSC Lille,FR1,,24,23.8,15,62.5,8,Decathlon Arena-Stade Pierre-Mauroy,50186,€-10.20m,null,2023,https://www.transfermarkt.co.uk/losc-lille/startseite/verein/1082
126,caykur-rizespor,Caykur Rizespor,TR1,,35,25.3,8,22.9,1,Çaykur Didi,15332,+-0,null,2023,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126
128,ao-xanthi,AO Xanthi,GR1,,0,,0,,0,Xanthi Arena,7361,+-0,null,2019,https://www.transfermarkt.co.uk/ao-xanthi/startseite/verein/128
1387,acn-siena-1904,ACN Siena,IT1,,29,25.0,1,3.4,0,Artemio Franchi,15373,+-0,null,2012,https://www.transfermarkt.co.uk/acn-siena-1904/startseite/verein/1387
16704,fk-krasnodar,FK Krasnodar,RU1,,22,24.1,11,50.0,6,Stadion Krasnodar,35179,+€3.28m,null,2023,https://www.transfermarkt.co.uk/fk-krasnodar/startseite/verein/16704
169,panionios-athen,Panionios Athens,GR1,,34,23.5,4,11.8,0,Stadio Neas Smyrnis,11700,+-0,null,2019,https://www.transfermarkt.co.uk/panionios-athen/startseite/verein/169
180,fc-southampton,Southampton FC,GB1,,29,24.5,20,69.0,13,St Mary's Stadium,32384,+€2.40m,null,2022,https://www.transfermarkt.co.uk/fc-southampton/startseite/verein/180
1894,hvidovre-if,Hvidovre IF,DK1,,26,26.3,3,11.5,0,PRO VENTILATION Arena,12000,+€335k,null,2023,https://www.transfermarkt.co.uk/hvidovre-if/startseite/verein/1894
22110,fc-helsingor,FC Helsingör,DK1,,23,24.6,4,17.4,1,Helsingør Ny Stadion,4000,+€320k,null,2017,https://www.transfermarkt.co.uk/fc-helsingor/startseite/verein/22110
2431,cf-estrela-amadora-sad,CF Estrela Amadora SAD,PO1,,32,25.8,23,71.9,4,Estádio José Gomes,9288,+-0,null,2023,https://www.transfermarkt.co.uk/cf-estrela-amadora-sad/startseite/verein/2431
317,fc-twente-enschede,Twente Enschede FC,NL1,,22,24.0,10,45.5,2,De Grolsch Veste,30205,+€9.10m,null,2023,https://www.transfermarkt.co.uk/fc-twente-enschede/startseite/verein/317
338,dynamo-kiew,Dynamo Kyiv,UKR1,,41,24.2,8,19.5,9,Valeriy Lobanovsky Stadion,16873,+-0,null,2023,https://www.transfermarkt.co.uk/dynamo-kiew/startseite/verein/338
3840,adana-demirspor,Adana Demirspor,TR1,,31,26.4,16,51.6,3,Yeni Adana Stadyumu,33000,€-6.00m,null,2023,https://www.transfermarkt.co.uk/adana-demirspor/startseite/verein/3840
443,vejle-boldklub,Vejle Boldklub,DK1,,31,24.3,20,64.5,4,Vejle Stadion,10418,+-0,null,2023,https://www.transfermarkt.co.uk/vejle-boldklub/startseite/verein/443
4482,volyn-lutsk,Volyn Lutsk,UKR1,,0,,0,,0,Stadion Avangard,12080,+-0,null,2016,https://www.transfermarkt.co.uk/volyn-lutsk/startseite/verein/4482
4603,ae-larisa,AE Larisa,GR1,,28,24.2,6,21.4,0,Stadio Alkazar,13108,+-0,null,2020,https://www.transfermarkt.co.uk/ae-larisa/startseite/verein/4603
589,antalyaspor,Antalyaspor,TR1,,25,26.2,11,44.0,4,Corendon Airlines Park Antalya Stadı,32537,+€175k,null,2023,https://www.transfermarkt.co.uk/antalyaspor/startseite/verein/589
641,fc-middlesbrough,Middlesbrough FC,GB1,,25,26.1,8,32.0,6,Riverside Stadium,33746,+€16.68m,null,2016,https://www.transfermarkt.co.uk/fc-middlesbrough/startseite/verein/641
6890,istanbul-basaksehir-fk,Basaksehir FK,TR1,,29,26.8,15,51.7,9,Başakşehir Fatih Terim,17156,+-0,null,2023,https://www.transfermarkt.co.uk/istanbul-basaksehir-fk/startseite/verein/6890
6912,fc-vizela,FC Vizela,PO1,,26,24.3,17,65.4,3,Estádio do Vizela,6565,+€1.00m,null,2023,https://www.transfermarkt.co.uk/fc-vizela/startseite/verein/6912
703,nottingham-forest,Nottingham Forest,GB1,,38,26.6,26,68.4,19,The City Ground,30445,€-34.50m,null,2023,https://www.transfermarkt.co.uk/nottingham-forest/startseite/verein/703
7775,hatayspor,Hatayspor,TR1,,32,24.2,13,40.6,4,Mersin Stadyumu,25000,€-115k,null,2023,https://www.transfermarkt.co.uk/hatayspor/startseite/verein/7775
868,mke-ankaragucu,MKE Ankaragücü,TR1,,26,26.5,13,50.0,4,Eryaman Stadyumu,20560,€-350k,null,2023,https://www.transfermarkt.co.uk/mke-ankaragucu/startseite/verein/868
9007,arsenal-kiew,Arsenal Kyiv,UKR1,,0,,0,,0,NSK Olimpisky,70050,+-0,null,2018,https://www.transfermarkt.co.uk/arsenal-kiew/startseite/verein/9007
1041,olympique-lyon,Olympique Lyon,FR1,,25,25.2,12,48.0,4,Groupama Stadium,59186,+€19.91m,null,2023,https://www.transfermarkt.co.uk/olympique-lyon/startseite/verein/1041
1269,pec-zwolle,PEC Zwolle,NL1,,26,25.5,11,42.3,0,MAC³PARK stadion,14000,+€4.75m,null,2023,https://www.transfermarkt.co.uk/pec-zwolle/startseite/verein/1269
1304,heracles-almelo,Heracles Almelo,NL1,,28,24.3,15,53.6,1,Erve Asito,12080,+-0,null,2023,https://www.transfermarkt.co.uk/heracles-almelo/startseite/verein/1304
131,fc-barcelona,FC Barcelona,ES1,,27,25.4,14,51.9,20,Spotify Camp Nou,99354,+€23.60m,null,2023,https://www.transfermarkt.co.uk/fc-barcelona/startseite/verein/131
2451,inverness-caledonian-thistle-fc,Inverness Caledonian Thistle FC,SC1,,26,24.5,9,34.6,0,Tulloch Caledonian Stadium,7750,+-0,null,2016,https://www.transfermarkt.co.uk/inverness-caledonian-thistle-fc/startseite/verein/2451
3216,mersin-idmanyurdu,Mersin Talimyurdu SK,TR1,,0,,0,,0,Mersin Stadyumu,25000,+-0,null,2015,https://www.transfermarkt.co.uk/mersin-idmanyurdu/startseite/verein/3216
33,fc-schalke-04,FC Schalke 04,L1,,27,26.4,12,44.4,4,Veltins-Arena,62271,+€10.30m,null,2022,https://www.transfermarkt.co.uk/fc-schalke-04/startseite/verein/33
336,sporting-lissabon,Sporting CP,PO1,,32,24.4,17,53.1,9,Estádio José Alvalade XXI,50095,+€84.00m,null,2023,https://www.transfermarkt.co.uk/sporting-lissabon/startseite/verein/336
4083,fc-crotone,FC Crotone,IT1,,25,27.0,6,24.0,1,Ezio Scida,16640,+€3.90m,null,2020,https://www.transfermarkt.co.uk/fc-crotone/startseite/verein/4083
5817,sonderjyske,SönderjyskE,DK1,,30,24.0,9,30.0,1,Sydbank Park,10000,+€1.80m,null,2021,https://www.transfermarkt.co.uk/sonderjyske/startseite/verein/5817
738,ac-le-havre,Le Havre AC,FR1,,30,24.6,18,60.0,6,Stade Océane,25178,€-1.90m,null,2023,https://www.transfermarkt.co.uk/ac-le-havre/startseite/verein/738
762,newcastle-united,Newcastle United,GB1,,35,27.2,20,57.1,15,St James' Park,52338,€-99.00m,null,2023,https://www.transfermarkt.co.uk/newcastle-united/startseite/verein/762
873,crystal-palace,Crystal Palace,GB1,,25,26.2,12,48.0,8,Selhurst Park,26047,+-0,null,2023,https://www.transfermarkt.co.uk/crystal-palace/startseite/verein/873
989,afc-bournemouth,AFC Bournemouth,GB1,,27,25.9,18,66.7,12,Vitality Stadium,11329,€-69.69m,null,2023,https://www.transfermarkt.co.uk/afc-bournemouth/startseite/verein/989
1005,us-lecce,US Lecce,IT1,,30,23.4,24,80.0,5,Ettore Giardiniero,31559,€-5.45m,null,2023,https://www.transfermarkt.co.uk/us-lecce/startseite/verein/1005
1025,fc-bologna,Bologna FC 1909,IT1,,31,24.4,23,74.2,7,Stadio Renato Dall’Ara,36462,€-15.50m,null,2023,https://www.transfermarkt.co.uk/fc-bologna/startseite/verein/1025
1083,fk-rostov,FK Rostov,RU1,,30,24.6,4,13.3,8,Rostov Arena,45415,+-0,null,2023,https://www.transfermarkt.co.uk/fk-rostov/startseite/verein/1083
11127,ural-ekaterinburg,Ural Yekaterinburg,RU1,,25,27.8,12,48.0,1,Yekaterinburg Arena,23000,€-670k,null,2023,https://www.transfermarkt.co.uk/ural-ekaterinburg/startseite/verein/11127
1123,norwich-city,Norwich City,GB1,,25,26.0,17,68.0,12,Carrow Road,27244,€-10.33m,null,2021,https://www.transfermarkt.co.uk/norwich-city/startseite/verein/1123
1184,krc-genk,KRC Genk,BE1,,29,22.8,20,69.0,11,Cegeka Arena,24956,€-10.50m,null,2023,https://www.transfermarkt.co.uk/krc-genk/startseite/verein/1184
1245,kas-eupen,KAS Eupen,BE1,,25,23.1,16,64.0,3,Kehrweg-Stadion,8331,+€1.30m,null,2023,https://www.transfermarkt.co.uk/kas-eupen/startseite/verein/1245
130,parma-calcio-1913,Parma Calcio 1913,IT1,,30,24.9,23,76.7,6,Ennio Tardini,22352,€-4.37m,null,2020,https://www.transfermarkt.co.uk/parma-calcio-1913/startseite/verein/130
142,real-saragossa,Real Zaragoza,ES1,,27,26.0,9,33.3,3,La Romareda,33608,+€1.50m,null,2012,https://www.transfermarkt.co.uk/real-saragossa/startseite/verein/142
1465,gd-estoril-praia,GD Estoril Praia,PO1,,23,23.5,11,47.8,1,Estádio António Coimbra da Mota,8000,+€7.50m,null,2023,https://www.transfermarkt.co.uk/gd-estoril-praia/startseite/verein/1465
1467,goztepe,Göztepe,TR1,,31,23.3,10,32.3,0,Gürsel Aksel Stadyumu,19713,+€1.60m,null,2021,https://www.transfermarkt.co.uk/goztepe/startseite/verein/1467
172,rsc-charleroi,RSC Charleroi,BE1,,30,23.5,19,61.3,8,Stade du Pays de Charleroi,15000,+€2.05m,null,2023,https://www.transfermarkt.co.uk/rsc-charleroi/startseite/verein/172
18,borussia-monchengladbach,Borussia Mönchengladbach,L1,,33,24.2,17,51.5,8,Stadion im Borussia-Park,54042,€-3.78m,null,2023,https://www.transfermarkt.co.uk/borussia-monchengladbach/startseite/verein/18
18105,pfk-lviv,PFK Lviv,UKR1,,3,18.3,0,,0,Stadion SKIF,3742,+-0,null,2022,https://www.transfermarkt.co.uk/pfk-lviv/startseite/verein/18105
235,rkc-waalwijk,RKC Waalwijk,NL1,,25,25.0,11,44.0,3,Mandemakers Stadion,7508,+-0,null,2023,https://www.transfermarkt.co.uk/rkc-waalwijk/startseite/verein/235
23826,rasenballsport-leipzig,RB Leipzig,L1,,31,24.5,22,71.0,20,Red Bull Arena,47069,+€14.70m,null,2023,https://www.transfermarkt.co.uk/rasenballsport-leipzig/startseite/verein/23826
27,fc-bayern-munchen,Bayern Munich,L1,,30,25.6,18,60.0,22,Allianz Arena,75024,+€15.00m,null,2023,https://www.transfermarkt.co.uk/fc-bayern-munchen/startseite/verein/27
2703,spartak-vladikavkaz,Spartak Vladikavkaz (-2020),RU1,,0,,0,,0,Republican Stadium Spartak,32464,+-0,null,2012,https://www.transfermarkt.co.uk/spartak-vladikavkaz/startseite/verein/2703
273,fc-stade-rennes,Stade Rennais FC,FR1,,29,24.3,10,34.5,8,Roazhon Park,29778,€-8.50m,null,2023,https://www.transfermarkt.co.uk/fc-stade-rennes/startseite/verein/273
289,afc-sunderland,Sunderland AFC,GB1,,26,23.5,12,46.2,6,Stadium of Light,48707,€-6.06m,null,2016,https://www.transfermarkt.co.uk/afc-sunderland/startseite/verein/289
3060,atromitos-athen,Atromitos Athens,GR1,,25,24.4,9,36.0,1,Stadio Peristeriou,9050,+-0,null,2023,https://www.transfermarkt.co.uk/atromitos-athen/startseite/verein/3060
3524,clermont-foot-63,Clermont Foot 63,FR1,,27,25.7,16,59.3,6,Stade Gabriel-Montpied,13000,€-6.60m,null,2023,https://www.transfermarkt.co.uk/clermont-foot-63/startseite/verein/3524
39,1-fsv-mainz-05,1.FSV Mainz 05,L1,,29,25.1,12,40.0,6,Mewa Arena,33305,+€6.05m,null,2023,https://www.transfermarkt.co.uk/1-fsv-mainz-05/startseite/verein/39
416,fc-turin,Torino FC,IT1,,28,24.5,21,75.0,15,Stadio Olimpico Grande Torino,28177,€-23.85m,null,2023,https://www.transfermarkt.co.uk/fc-turin/startseite/verein/416
458,palermo-fc,Palermo FC,IT1,,28,25.6,7,25.0,4,"Comunale Renzo Barbera ""La Favorita""",36365,€-7.94m,null,2016,https://www.transfermarkt.co.uk/palermo-fc/startseite/verein/458
4750,sc-olhanense,SC Olhanense,PO1,,21,23.0,10,47.6,0,Estádio José Arcanjo,10080,+-0,null,2013,https://www.transfermarkt.co.uk/sc-olhanense/startseite/verein/4750
5220,gs-ergotelis,GS Ergotelis,GR1,,3,23.3,0,,0,Pankritio Stadio,25780,+-0,null,2014,https://www.transfermarkt.co.uk/gs-ergotelis/startseite/verein/5220
5572,niki-volou,Niki Volou,GR1,,26,27.2,7,26.9,2,Panthessaliko Stadio,22700,+-0,null,2014,https://www.transfermarkt.co.uk/niki-volou/startseite/verein/5572
678,aarhus-gf,Aarhus GF,DK1,,30,23.9,12,40.0,3,Ceres Park,19433,+€6.33m,null,2023,https://www.transfermarkt.co.uk/aarhus-gf/startseite/verein/678
80,vfl-bochum,VfL Bochum,L1,,30,26.8,14,46.7,3,Vonovia Ruhrstadion,26000,€-1.10m,null,2023,https://www.transfermarkt.co.uk/vfl-bochum/startseite/verein/80
969,montpellier-hsc,Montpellier HSC,FR1,,25,25.1,11,44.0,5,Stade de la Mosson,32939,€-1.05m,null,2023,https://www.transfermarkt.co.uk/montpellier-hsc/startseite/verein/969
1050,fc-villarreal,Villarreal CF,ES1,,24,28.4,8,33.3,6,La Cerámica,23500,+€88.20m,null,2023,https://www.transfermarkt.co.uk/fc-villarreal/startseite/verein/1050
1096,royal-antwerpen-fc,Royal Antwerp FC,BE1,,28,24.8,15,53.6,4,De Bosuil,16144,+€1.85m,null,2023,https://www.transfermarkt.co.uk/royal-antwerpen-fc/startseite/verein/1096
1110,huddersfield-town,Huddersfield Town,GB1,,33,26.7,12,36.4,3,John Smith's Stadium,24500,+€11.28m,null,2018,https://www.transfermarkt.co.uk/huddersfield-town/startseite/verein/1110
1160,nimes-olympique,Nîmes Olympique,FR1,,26,25.4,12,46.2,3,Stade des Antonins,8033,+€2.50m,null,2020,https://www.transfermarkt.co.uk/nimes-olympique/startseite/verein/1160
1186,torpedo-moskau,Torpedo Moscow,RU1,,28,25.6,6,23.1,3,Luzhniki Stadium,81000,€-2.05m,null,2022,https://www.transfermarkt.co.uk/torpedo-moskau/startseite/verein/1186
12,as-rom,AS Roma,IT1,,28,26.5,20,71.4,19,Olimpico di Roma,73261,+€31.70m,null,2023,https://www.transfermarkt.co.uk/as-rom/startseite/verein/12
124,glasgow-rangers,Rangers FC,SC1,,33,26.3,23,69.7,10,Ibrox Stadium,50987,€-5.60m,null,2023,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124
14171,thonon-evian-grand-geneve-fc,Thonon Évian Grand Genève FC,FR1,,27,27.4,6,22.2,1,Stade Camille Fournier,2500,+-0,null,2014,https://www.transfermarkt.co.uk/thonon-evian-grand-geneve-fc/startseite/verein/14171
1421,stade-reims,Stade Reims,FR1,,34,24.1,24,70.6,10,Stade Auguste-Delaune,21684,+€10.55m,null,2023,https://www.transfermarkt.co.uk/stade-reims/startseite/verein/1421
1426,vvv-venlo,VVV-Venlo,NL1,,28,22.9,7,25.0,0,Covebo Stadion - De Koel,8000,+-0,null,2020,https://www.transfermarkt.co.uk/vvv-venlo/startseite/verein/1426
1429,cesena-fc,Cesena FC,IT1,,28,26.0,4,14.3,0,Orogel Stadium - Dino Manuzzi,23860,+€335k,null,2014,https://www.transfermarkt.co.uk/cesena-fc/startseite/verein/1429
1436,sc-beira-mar,SC Beira-Mar,PO1,,27,26.8,6,22.2,1,Estádio Mário Duarte,12000,+-0,null,2012,https://www.transfermarkt.co.uk/sc-beira-mar/startseite/verein/1436
1455,fc-dordrecht,FC Dordrecht,NL1,,29,23.3,12,41.4,1,Matchoholic Stadion,4235,+-0,null,2014,https://www.transfermarkt.co.uk/fc-dordrecht/startseite/verein/1455
16245,fk-sevastopol,FK Sevastopol (- 2014),UKR1,,0,,0,,0,SK Sevastopol,5826,+-0,null,2013,https://www.transfermarkt.co.uk/fk-sevastopol/startseite/verein/16245
